element_id,row_type,parent_id,screen_id,screen,source_path,source_symbol_or_requirement,implementation_status,component_id,variant,states,light_dark_token_roles,layout_id,pattern_id,placement,interaction_contract,accessibility_contract,copy_key,english,romanian,spec_anchor,verification_scenario
I:X06-A14,source_action_group,,X06,Dispatch visit editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C05,Reopen,New/Draft/Dispatched; itemless draft; Concluded read-only; dirty/error/stale,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L05,P01,Primary footer or current review/section commit named Reopen; conditional variants never shown simultaneously as competing primary actions.,Concluded readonly to Dispatched; reload editor without generation reset.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x06_a14,Reopen,Redeschide,action-i-x06-a14,"T-I-X06-A14: invoke from X06; test success, cancellation, blocked state and retry against this exact effect."
I:X06-A15,source_action_group,,X06,Dispatch visit editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C20,Back / Keep editing / Discard changes,New/Draft/Dispatched; itemless draft; Concluded read-only; dirty/error/stale,color.surfaceRaised;color.textPrimary;color.textSecondary;color.action;color.errorInk;color.destructive;color.onDestructive;color.focus,L05,P10,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,Guard unsaved parent staging; no data mutation on open/cancel.,Use C20 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x06_a15,Back / Keep editing / Discard changes,Înapoi / Continuă editarea / Renunță la modificări,action-i-x06-a15,"T-I-X06-A15: invoke from X06; test success, cancellation, blocked state and retry against this exact effect."
I:X07-A01,source_action_group,,X07,Dispatch site selection,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C17,Search site/customer/address,Loading; source empty/no match; selected; pending site-change loss guard,color.surface;color.textPrimary;color.textSecondary;color.icon;color.outlineDecorative;color.focus,L11,P03,List/selector controls immediately below top bar and before result count; never a status badge.,Filter actual eligible source records.,Use C17 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x07_a01,Search site/customer/address,Caută locație/client/adresă,action-i-x07-a01,"T-I-X07-A01: invoke from X07; test success, cancellation, blocked state and retry against this exact effect."
I:X07-A02,source_action_group,,X07,Dispatch site selection,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C11,Select site,Loading; source empty/no match; selected; pending site-change loss guard,color.surface;color.canvas;color.textPrimary;color.textSecondary;color.outlineDecorative;color.icon;color.focus,L11,P01,"Named relationship/result row in X07 body, after identity within its labelled section; trailing chevron only when navigable.",Return one site ID; parent owns invalidation confirmation.,Use C11 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x07_a02,Select site,Selectează locația,action-i-x07-a02,"T-I-X07-A02: invoke from X07; test success, cancellation, blocked state and retry against this exact effect."
I:X07-A03,source_action_group,,X07,Dispatch site selection,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C07,Cancel,Loading; source empty/no match; selected; pending site-change loss guard,color.action;color.focus;color.disabledText;color.surface,L11,P01,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,Keep previous parent selection.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x07_a03,Cancel,Renunță,action-i-x07-a03,"T-I-X07-A03: invoke from X07; test success, cancellation, blocked state and retry against this exact effect."
I:X08-A01,source_action_group,,X08,Dispatch teams selection,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C13,Select team row,None/some selected; selected team with no people; assignment-removal blocker,color.action;color.onAction;color.outlineControl;color.textPrimary;color.textSecondary;color.focus;color.disabledText,L11,P04,Labelled choice/selection group named Select team row in X08; option toggles retain group/parent context.,Single row toggle over one semantics node; stage set.,Use C13 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x08_a01,Select team row,Selectează echipa,action-i-x08-a01,"T-I-X08-A01: invoke from X08; test success, cancellation, blocked state and retry against this exact effect."
I:X08-A02,source_action_group,,X08,Dispatch teams selection,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C05,Apply,None/some selected; selected team with no people; assignment-removal blocker,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L11,P01,Primary footer or current review/section commit named Apply; conditional variants never shown simultaneously as competing primary actions.,"Return staged set, parent validates assignee compatibility.",Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x08_a02,Apply,Aplică,action-i-x08-a02,"T-I-X08-A02: invoke from X08; test success, cancellation, blocked state and retry against this exact effect."
I:X08-A03,source_action_group,,X08,Dispatch teams selection,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C07,Cancel,None/some selected; selected team with no people; assignment-removal blocker,color.action;color.focus;color.disabledText;color.surface,L11,P01,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,"Discard this selection buffer, keep parent's previous teams.",Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x08_a03,Cancel,Renunță,action-i-x08-a03,"T-I-X08-A03: invoke from X08; test success, cancellation, blocked state and retry against this exact effect."
I:X09-A01,source_action_group,,X09,Dispatch work-item editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C09,Equipment selector,New/edit; missing equipment/title; malformed due; everyone/explicit subset,color.surface;color.textPrimary;color.textSecondary;color.icon;color.outlineDecorative;color.outlineControl;color.focus;color.errorInk,L05,P01,Named Equipment selector field/selector in X09 content order; error directly below; see individual field ledger.,Equipment only at parent site; no arbitrary remote reference.,Use C09 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x09_a01,Equipment selector,Selector echipament,action-i-x09-a01,"T-I-X09-A01: invoke from X09; test success, cancellation, blocked state and retry against this exact effect."
I:X09-A02,source_action_group,,X09,Dispatch work-item editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C08,Task name,New/edit; missing equipment/title; malformed due; everyone/explicit subset,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Named Task name field/selector in X09 content order; error directly below; see individual field ledger.,Required nonblank task title.,Use C08 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x09_a02,Task name,Numele lucrării,action-i-x09-a02,"T-I-X09-A02: invoke from X09; test success, cancellation, blocked state and retry against this exact effect."
I:X09-A03,source_action_group,,X09,Dispatch work-item editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C08,Service plan reference,New/edit; missing equipment/title; malformed due; everyone/explicit subset,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L05,P04,Named Service plan reference field/selector in X09 content order; error directly below; see individual field ledger.,Optional local matching hint; no automatic recurrence claim at import.,Use C08 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x09_a03,Service plan reference,Referință plan de service,action-i-x09-a03,"T-I-X09-A03: invoke from X09; test success, cancellation, blocked state and retry against this exact effect."
I:X09-A04,source_action_group,,X09,Dispatch work-item editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C30,Due snapshot,New/edit; missing equipment/title; malformed due; everyone/explicit subset,color.surfaceRaised;color.textPrimary;color.textSecondary;color.action;color.selection;color.outlineControl;color.errorInk;color.focus,L05,P13,Named Due snapshot field/selector in X09 content order; error directly below; see individual field ledger.,Optional validated local date; frozen hint not proof of live obligation.,Use C30 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x09_a04,Due snapshot,Scadență capturată,action-i-x09-a04,"T-I-X09-A04: invoke from X09; test success, cancellation, blocked state and retry against this exact effect."
I:X09-A05,source_action_group,,X09,Dispatch work-item editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C13,Assignee row / Everyone,New/edit; missing equipment/title; malformed due; everyone/explicit subset,color.action;color.onAction;color.outlineControl;color.textPrimary;color.textSecondary;color.focus;color.disabledText,L05,P04,Labelled choice/selection group named Assignee row / Everyone in X09; option toggles retain group/parent context.,Explicit selected IDs from parent participants; empty IDs means Everyone on selected Teams.,Use C13 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x09_a05,Assignee row / Everyone,Responsabil / Toți,action-i-x09-a05,"T-I-X09-A05: invoke from X09; test success, cancellation, blocked state and retry against this exact effect."
I:X09-A06,source_action_group,,X09,Dispatch work-item editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C05,Save item,New/edit; missing equipment/title; malformed due; everyone/explicit subset,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L05,P01,Primary footer or current review/section commit named Save item; conditional variants never shown simultaneously as competing primary actions.,"Child buffer returned to parent; preserve ID on edit, new ID on add.",Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x09_a06,Save item,Salvează lucrarea,action-i-x09-a06,"T-I-X09-A06: invoke from X09; test success, cancellation, blocked state and retry against this exact effect."
I:X09-A07,source_action_group,,X09,Dispatch work-item editor,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C07,Cancel,New/edit; missing equipment/title; malformed due; everyone/explicit subset,color.action;color.focus;color.disabledText;color.surface,L05,P01,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,Discard child changes only; previous staged item retained.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x09_a07,Cancel,Renunță,action-i-x09-a07,"T-I-X09-A07: invoke from X09; test success, cancellation, blocked state and retry against this exact effect."
I:X10-A01,source_action_group,,X10,Review export,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C08,Sender name,Sender empty; nonmutating preparation; new/unchanged/updated; stale; file write/verify/commit failure,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk;color.disabledContainer;color.disabledText,L07,P04,Required Sender name field between summary and Included visits.,"Required plain label; changing invalidates prepared review, not export history.",Use C08 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x10_a01,Sender name,Numele expeditorului,action-i-x10-a01,"T-I-X10-A01: invoke from X10; test success, cancellation, blocked state and retry against this exact effect."
I:X10-A02,source_action_group,,X10,Review export,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C05,Create & share file,Sender empty; nonmutating preparation; new/unchanged/updated; stale; file write/verify/commit failure,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L07,P01,Full-width pinned Create & share file footer.,Prepare/write/verify/revalidate/commit then chooser; stale review must refresh and reconfirm.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x10_a02,Create & share file,Creează și distribuie fișierul,action-i-x10-a02,"T-I-X10-A02: invoke from X10; test success, cancellation, blocked state and retry against this exact effect."
I:X10-A03,source_action_group,,X10,Review export,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C07,Back,Sender empty; nonmutating preparation; new/unchanged/updated; stale; file write/verify/commit failure,color.action;color.focus;color.disabledText;color.surface,L07,P01,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,Before artifact creation no status/generation mutation; chooser cancel after artifact does not undo Dispatched.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x10_a03,Back,Înapoi,action-i-x10-a03,"T-I-X10-A03: invoke from X10; test success, cancellation, blocked state and retry against this exact effect."
I:X11-A01,source_action_group,,X11,Import work package,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C07,Choose .slwork file,Invalid/unsupported; not assigned; leader-visible; current/older; conflict; update/withdrawal; mixed safe/blocked,color.action;color.focus;color.disabledText;color.surface,L09,P01,Explicit labelled secondary action in the matching X11 section; infrequent management variants in named More menu per screen composition.,Bounded read/validate/recipient preview only; no import on open.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x11_a01,Choose .slwork file,Alege fișierul .slwork,action-i-x11-a01,"T-I-X11-A01: invoke from X11; test success, cancellation, blocked state and retry against this exact effect."
I:X11-A02,source_action_group,,X11,Import work package,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C13,Create separate,Invalid/unsupported; not assigned; leader-visible; current/older; conflict; update/withdrawal; mixed safe/blocked,color.action;color.onAction;color.outlineControl;color.textPrimary;color.textSecondary;color.focus;color.disabledText,L09,P04,Labelled choice/selection group named Create separate in X11; option toggles retain group/parent context.,Resolve a possible directory duplicate explicitly; exact conflicting refs remain blocked.,Use C13 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x11_a02,Create separate,Creează separat,action-i-x11-a02,"T-I-X11-A02: invoke from X11; test success, cancellation, blocked state and retry against this exact effect."
I:X11-A03,source_action_group,,X11,Import work package,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C13,Skip branch,Invalid/unsupported; not assigned; leader-visible; current/older; conflict; update/withdrawal; mixed safe/blocked,color.action;color.onAction;color.outlineControl;color.textPrimary;color.textSecondary;color.focus;color.disabledText,L09,P04,Labelled choice/selection group named Skip branch in X11; option toggles retain group/parent context.,Skip valid dependent directory branch and recalculate safe subset.,Use C13 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x11_a03,Skip branch,Omite ramura,action-i-x11-a03,"T-I-X11-A03: invoke from X11; test success, cancellation, blocked state and retry against this exact effect."
I:X11-A04,source_action_group,,X11,Import work package,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C05,Apply %1$d safe visits,Invalid/unsupported; not assigned; leader-visible; current/older; conflict; update/withdrawal; mixed safe/blocked,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L09,P01,Primary footer or current review/section commit named Apply %1$d safe visits; conditional variants never shown simultaneously as competing primary actions.,Atomically apply current safe new/update/withdrawal subset; no rollback to older generations.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x11_a04,Apply %1$d safe visits,Aplică %1$d vizite sigure,action-i-x11-a04,"T-I-X11-A04: invoke from X11; test success, cancellation, blocked state and retry against this exact effect."
I:X11-A05,source_action_group,,X11,Import work package,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C05,View visits,Invalid/unsupported; not assigned; leader-visible; current/older; conflict; update/withdrawal; mixed safe/blocked,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L09,P01,Primary footer or current review/section commit named View visits; conditional variants never shown simultaneously as competing primary actions.,After actual result open current local visits; no remote receipt claim.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x11_a05,View visits,Vezi vizitele,action-i-x11-a05,"T-I-X11-A05: invoke from X11; test success, cancellation, blocked state and retry against this exact effect."
I:X11-A06,source_action_group,,X11,Import work package,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C07,Choose another / Back,Invalid/unsupported; not assigned; leader-visible; current/older; conflict; update/withdrawal; mixed safe/blocked,color.action;color.focus;color.disabledText;color.surface,L09,P01,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,No mutation before Apply; result navigation never replays import.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x11_a06,Choose another / Back,Alege alt fișier / Înapoi,action-i-x11-a06,"T-I-X11-A06: invoke from X11; test success, cancellation, blocked state and retry against this exact effect."
I:X12-A01,source_action_group,,X12,Dispatch responsibility panel,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C05,Document this item,Assigned/leader observe; Pending/Document local/Deferred; participation complete; withdrawn,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L06,P01,Primary footer or current review/section commit named Document this item; conditional variants never shown simultaneously as competing primary actions.,"After Start, strict current-plan/obligation match or one-off; no central exclusivity.",Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x12_a01,Document this item,Documentează această lucrare,action-i-x12-a01,"T-I-X12-A01: invoke from X12; test success, cancellation, blocked state and retry against this exact effect."
I:X12-A02,source_action_group,,X12,Dispatch responsibility panel,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C07,Hand off documentation,Assigned/leader observe; Pending/Document local/Deferred; participation complete; withdrawn,color.action;color.focus;color.disabledText;color.surface,L06,P01,Explicit labelled secondary action in the matching X12 section; infrequent management variants in named More menu per screen composition.,Open eligible recipient/loss review; no remote acceptance.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x12_a02,Hand off documentation,Predă documentarea,action-i-x12-a02,"T-I-X12-A02: invoke from X12; test success, cancellation, blocked state and retry against this exact effect."
I:X12-A03,source_action_group,,X12,Dispatch responsibility panel,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C05,Document this item myself,Assigned/leader observe; Pending/Document local/Deferred; participation complete; withdrawn,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L06,P01,Primary footer or current review/section commit named Document this item myself; conditional variants never shown simultaneously as competing primary actions.,Undo local handoff does not silently reclaim recurrence; existing guards re-evaluate.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x12_a03,Document this item myself,Documentez eu această lucrare,action-i-x12-a03,"T-I-X12-A03: invoke from X12; test success, cancellation, blocked state and retry against this exact effect."
I:X12-A04,source_action_group,,X12,Dispatch responsibility panel,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C05,Finish my involvement,Assigned/leader observe; Pending/Document local/Deferred; participation complete; withdrawn,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L06,P01,Primary footer or current review/section commit named Finish my involvement; conditional variants never shown simultaneously as competing primary actions.,Only all assigned deferred and none locally documented; participation complete with no final record/PDF/fake failure.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x12_a04,Finish my involvement,Încheie implicarea mea,action-i-x12-a04,"T-I-X12-A04: invoke from X12; test success, cancellation, blocked state and retry against this exact effect."
I:X13-A01,source_action_group,,X13,Documentation handoff,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C13,Select recipient,No candidate; staged recipient; destructive draft loss; in flight; failure,color.action;color.onAction;color.outlineControl;color.textPrimary;color.textSecondary;color.focus;color.disabledText,L11,P04,Labelled choice/selection group named Select recipient in X13; option toggles retain group/parent context.,Only eligible participants/leaders; staged selection without handoff.,Use C13 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x13_a01,Select recipient,Selectează destinatarul,action-i-x13-a01,"T-I-X13-A01: invoke from X13; test success, cancellation, blocked state and retry against this exact effect."
I:X13-A02,source_action_group,,X13,Documentation handoff,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C05,Hand off to %1$s,No candidate; staged recipient; destructive draft loss; in flight; failure,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L11,P01,Primary footer or current review/section commit named Hand off to %1$s; conditional variants never shown simultaneously as competing primary actions.,"Local responsibility change, release recurrence claim without advancing.",Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x13_a02,Hand off to %1$s,Predă către %1$s,action-i-x13-a02,"T-I-X13-A02: invoke from X13; test success, cancellation, blocked state and retry against this exact effect."
I:X13-A03,source_action_group,,X13,Documentation handoff,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C06,Discard my local documentation and hand off,No candidate; staged recipient; destructive draft loss; in flight; failure,color.destructive;color.onDestructive;color.errorInk;color.errorContainer;color.focus,L11,P10,"Record More → named lifecycle/destructive action; opens explicit review. On dedicated review, named confirmation is footer last.",With substantive draft explicitly list answer/note/part/photo loss; rollback-safe mutation.,Use C06 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x13_a03,Discard my local documentation and hand off,Elimină documentarea mea locală și predă,action-i-x13-a03,"T-I-X13-A03: invoke from X13; test success, cancellation, blocked state and retry against this exact effect."
I:X13-A04,source_action_group,,X13,Documentation handoff,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C07,Cancel,No candidate; staged recipient; destructive draft loss; in flight; failure,color.action;color.focus;color.disabledText;color.surface,L11,P01,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,Retain local draft and claim untouched.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x13_a04,Cancel,Renunță,action-i-x13-a04,"T-I-X13-A04: invoke from X13; test success, cancellation, blocked state and retry against this exact effect."
I:X14-A01,source_action_group,,X14,Technician rename review,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C07,Keep existing name,Same-ID-different-name; failed write,color.action;color.focus;color.disabledText;color.surface,L11,P01,Explicit labelled secondary action in the matching X14 section; infrequent management variants in named More menu per screen composition.,Dismiss incoming rename without changing stable identity.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x14_a01,Keep existing name,Păstrează numele existent,action-i-x14-a01,"T-I-X14-A01: invoke from X14; test success, cancellation, blocked state and retry against this exact effect."
I:X14-A02,source_action_group,,X14,Technician rename review,app/src/main/java/com/v16studio/serviceloop/ui/DispatchUi.kt,Current source; B-015/adopted supporting behavior,implemented,C05,Update name,Same-ID-different-name; failed write,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L11,P01,Primary footer or current review/section commit named Update name; conditional variants never shown simultaneously as competing primary actions.,Write incoming display name to same ID only; no merge by name.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x14_a02,Update name,Actualizează numele,action-i-x14-a02,"T-I-X14-A02: invoke from X14; test success, cancellation, blocked state and retry against this exact effect."
I:X15-A01,source_action_group,,X15,Conclude/reopen review,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C05,Mark concluded / Reopen,Eligible; mixed/invalid excluded; committing; failure,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L11,P01,Primary footer or current review/section commit named Mark concluded / Reopen; conditional variants never shown simultaneously as competing primary actions.,Revalidate homogeneous selection and apply atomically; no technician-device mutation.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x15_a01,Mark concluded / Reopen,Marchează ca încheiate / Redeschide,action-i-x15-a01,"T-I-X15-A01: invoke from X15; test success, cancellation, blocked state and retry against this exact effect."
I:X15-A02,source_action_group,,X15,Conclude/reopen review,app/src/main/java/com/v16studio/serviceloop/ui/DispatchCoordinatorUiV2.kt,Current source; B-015/adopted supporting behavior,implemented,C07,Cancel,Eligible; mixed/invalid excluded; committing; failure,color.action;color.focus;color.disabledText;color.surface,L11,P01,Toolbar Back/Cancel or safe dialog dismissal; obey exact parent save contract.,No coordinator state or generation change.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x15_a02,Cancel,Renunță,action-i-x15-a02,"T-I-X15-A02: invoke from X15; test success, cancellation, blocked state and retry against this exact effect."
I:X16-A01,source_action_group,,X16,Calendar integration,app/src/main/java/com/v16studio/serviceloop/ui/ServiceLoopApp.kt,Current source; B-016,implemented,C14,Enable Calendar integration,Off; permission denied; no writable calendar; active; no preferred calendar; failure,color.action;color.onAction;color.surfaceSubtle;color.outlineControl;color.textPrimary;color.textSecondary;color.errorInk;color.focus,L04,P01,Explicit labelled secondary action in the matching X16 section; infrequent management variants in named More menu per screen composition.,Off default; request only actual required permissions; disable keeps old events/links.,Use C14 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x16_a01,Enable Calendar integration,Activează integrarea calendarului,action-i-x16-a01,"T-I-X16-A01: invoke from X16; test success, cancellation, blocked state and retry against this exact effect."
I:X16-A02,source_action_group,,X16,Calendar integration,app/src/main/java/com/v16studio/serviceloop/ui/ServiceLoopApp.kt,Current source; B-016,implemented,C07,Allow Calendar access,Off; permission denied; no writable calendar; active; no preferred calendar; failure,color.action;color.focus;color.disabledText;color.surface,L04,P01,Explicit labelled secondary action in the matching X16 section; infrequent management variants in named More menu per screen composition.,"Android permission surface, recheck returned state, no presumed grant.",Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x16_a02,Allow Calendar access,Permite accesul la calendar,action-i-x16-a02,"T-I-X16-A02: invoke from X16; test success, cancellation, blocked state and retry against this exact effect."
I:X16-A03,source_action_group,,X16,Calendar integration,app/src/main/java/com/v16studio/serviceloop/ui/ServiceLoopApp.kt,Current source; B-016,implemented,C13,Choose preferred writable Calendar,Off; permission denied; no writable calendar; active; no preferred calendar; failure,color.action;color.onAction;color.outlineControl;color.textPrimary;color.textSecondary;color.focus;color.disabledText,L04,P04,Labelled choice/selection group named Choose preferred writable Calendar in X16; option toggles retain group/parent context.,Existing linked events stay in original calendars; new/unlinked use selected.,Use C13 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_i_x16_a03,Choose preferred writable Calendar,Alege calendarul inscriptibil preferat,action-i-x16-a03,"T-I-X16-A03: invoke from X16; test success, cancellation, blocked state and retry against this exact effect."
